county,ward,office,district,total.votes,party,candidate,votes
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,IND,Spencer Zimmerman,39
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,IND,Spencer Zimmerman,17
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,IND,Spencer Zimmerman,5
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,IND,Spencer Zimmerman,7
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,IND,Spencer Zimmerman,8
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,IND,Spencer Zimmerman,13
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,IND,Spencer Zimmerman,10
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,IND,Spencer Zimmerman,19
Washington,City Of Hartford Wards 1-2,State Senate,13,268,IND,Spencer Zimmerman,23
Washington,City Of Hartford Wards 7-8,State Senate,13,97,IND,Spencer Zimmerman,14
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,IND,Spencer Zimmerman,53
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,IND,Spencer Zimmerman,35
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,IND,Spencer Zimmerman,35
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,IND,Spencer Zimmerman,0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,IND,Spencer Zimmerman,2
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,IND,Spencer Zimmerman,28
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,IND,Spencer Zimmerman,58
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,IND,Spencer Zimmerman,51
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,IND,Spencer Zimmerman,46
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,IND,Spencer Zimmerman,40
Columbia,City Of Columbus Wards 1-8,State Senate,13,1210,IND,Ben Schmitz,7
Dane,Town Of Bristol Wards 1-4,State Senate,13,1037,IND,Ben Schmitz,17
Dane,Town Of Christiana Wards 1-2,State Senate,13,420,IND,Ben Schmitz,0
Dane,Town Of Deerfield Wards 1-2,State Senate,13,398,IND,Ben Schmitz,2
Dane,Town Of Medina Wards 1-2,State Senate,13,312,IND,Ben Schmitz,1
Dane,Town Of York Ward 1,State Senate,13,172,IND,Ben Schmitz,0
Dane,Village Of Cambridge Wards 2-3,State Senate,13,544,IND,Ben Schmitz,3
Dane,Village Of Deerfield Wards 1-3,State Senate,13,498,IND,Ben Schmitz,4
Dane,"Village Of Deforest Wards 1,3-6,15",State Senate,13,1101,IND,Ben Schmitz,5
Dane,"Village Of Deforest Wards 7-10,12",State Senate,13,725,IND,Ben Schmitz,2
Dane,Village Of Marshall Wards 1-5,State Senate,13,601,IND,Ben Schmitz,1
Dane,Village Of Rockdale Ward 1,State Senate,13,67,IND,Ben Schmitz,0
Dane,Village Of Windsor Wards 3-5,State Senate,13,666,IND,Ben Schmitz,1
Dane,City Of Sun Prairie Ward 23,State Senate,13,0,IND,Ben Schmitz,0
Dane,City Of Sun Prairie Ward 27,State Senate,13,0,IND,Ben Schmitz,0
Dodge,Town Of Ashippun Wards 1-4,State Senate,13,657,IND,Ben Schmitz,2
Dodge,Town Of Beaver Dam Wards 1-11,State Senate,13,796,IND,Ben Schmitz,6
Dodge,Town Of Clyman Ward 1,State Senate,13,187,IND,Ben Schmitz,1
Dodge,Town Of Elba Ward 1,State Senate,13,292,IND,Ben Schmitz,5
Dodge,Town Of Emmet Wards 1-2,State Senate,13,315,IND,Ben Schmitz,0
Dodge,Town Of Herman Wards 1-2,State Senate,13,263,IND,Ben Schmitz,3
Dodge,Town Of Hubbard Wards 1-6,State Senate,13,409,IND,Ben Schmitz,1
Dodge,Town Of Hustisford Wards 1-2,State Senate,13,393,IND,Ben Schmitz,0
Dodge,Town Of Lebanon Wards 1-2,State Senate,13,418,IND,Ben Schmitz,5
Dodge,Town Of Leroy Wards 1-2,State Senate,13,173,IND,Ben Schmitz,0
Dodge,Town Of Lomira Wards 1-3,State Senate,13,214,IND,Ben Schmitz,2
Dodge,Town Of Lowell Wards 1-4,State Senate,13,192,IND,Ben Schmitz,3
Dodge,Town Of Oak Grove Wards 1-5,State Senate,13,207,IND,Ben Schmitz,2
Dodge,Town Of Portland Wards 1-2,State Senate,13,193,IND,Ben Schmitz,2
Dodge,Town Of Rubicon Wards 1-3,State Senate,13,559,IND,Ben Schmitz,1
Dodge,Town Of Shields Ward 1,State Senate,13,163,IND,Ben Schmitz,1
Dodge,Town Of Theresa Wards 1-7,State Senate,13,214,IND,Ben Schmitz,0
Dodge,Town Of Westford Ward 3,State Senate,13,2,IND,Ben Schmitz,0
Dodge,Village Of Brownsville Ward 1,State Senate,13,142,IND,Ben Schmitz,0
Dodge,Village Of Clyman Ward 1,State Senate,13,55,IND,Ben Schmitz,0
Dodge,Village Of Hustisford Wards 1-2,State Senate,13,304,IND,Ben Schmitz,1
Dodge,Village Of Iron Ridge Ward 1,State Senate,13,122,IND,Ben Schmitz,1
Dodge,Village Of Kekoskee Wards 1-3,State Senate,13,163,IND,Ben Schmitz,3
Dodge,Village Of Lomira Wards 1-3,State Senate,13,284,IND,Ben Schmitz,1
Dodge,Village Of Lowell Ward 1,State Senate,13,43,IND,Ben Schmitz,0
Dodge,Village Of Neosho Ward 1,State Senate,13,124,IND,Ben Schmitz,1
Dodge,Village Of Reeseville Ward 1,State Senate,13,115,IND,Ben Schmitz,0
Dodge,Village Of Theresa Wards 1-3,State Senate,13,238,IND,Ben Schmitz,0
Dodge,"City Of Beaver Dam Wards 1,3,5,16",State Senate,13,480,IND,Ben Schmitz,1
Dodge,"City Of Beaver Dam Wards 2,6",State Senate,13,297,IND,Ben Schmitz,0
Dodge,"City Of Beaver Dam Wards 4,8,10,14-15",State Senate,13,551,IND,Ben Schmitz,2
Dodge,"City Of Beaver Dam Wards 7,12-13",State Senate,13,440,IND,Ben Schmitz,2
Dodge,"City Of Beaver Dam Wards 9,11",State Senate,13,493,IND,Ben Schmitz,5
Dodge,City Of Columbus Ward 9,State Senate,13,0,IND,Ben Schmitz,0
Dodge,City Of Hartford Wards 18-19,State Senate,13,3,IND,Ben Schmitz,0
Dodge,City Of Horicon Wards 1-8,State Senate,13,573,IND,Ben Schmitz,3
Dodge,City Of Juneau Wards 1-3,State Senate,13,322,IND,Ben Schmitz,7
Dodge,City Of Mayville Wards 1-8,State Senate,13,835,IND,Ben Schmitz,4
Dodge,City Of Watertown Wards 1-2,State Senate,13,633,IND,Ben Schmitz,6
Dodge,City Of Watertown Wards 3-4,State Senate,13,501,IND,Ben Schmitz,4
Dodge,City Of Watertown Wards 5-6,State Senate,13,471,IND,Ben Schmitz,1
Dodge,City Of Watertown Ward 7,State Senate,13,172,IND,Ben Schmitz,0
Jefferson,Town Of Aztalan Wards 1-2,State Senate,13,432,IND,Ben Schmitz,2
Jefferson,Town Of Concord Wards 1-3,State Senate,13,503,IND,Ben Schmitz,2
Jefferson,Town Of Farmington Wards 1-2,State Senate,13,309,IND,Ben Schmitz,1
Jefferson,Town Of Ixonia Wards 1-6,State Senate,13,1356,IND,Ben Schmitz,7
Jefferson,Town Of Lake Mills Wards 1-3,State Senate,13,663,IND,Ben Schmitz,4
Jefferson,Town Of Milford Wards 1-2,State Senate,13,295,IND,Ben Schmitz,1
Jefferson,Town Of Waterloo Ward 1,State Senate,13,201,IND,Ben Schmitz,0
Jefferson,Town Of Watertown Wards 1-2,State Senate,13,512,IND,Ben Schmitz,2
Jefferson,Village Of Cambridge Ward 1,State Senate,13,28,IND,Ben Schmitz,0
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,IND,Ben Schmitz,1
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,IND,Ben Schmitz,0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,IND,Ben Schmitz,0
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,IND,Ben Schmitz,11
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,IND,Ben Schmitz,1
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,IND,Ben Schmitz,2
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,IND,Ben Schmitz,7
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,IND,Ben Schmitz,4
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,IND,Ben Schmitz,0
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,IND,Ben Schmitz,5
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,IND,Ben Schmitz,0
Washington,City Of Hartford Wards 1-2,State Senate,13,268,IND,Ben Schmitz,1
Washington,City Of Hartford Wards 7-8,State Senate,13,97,IND,Ben Schmitz,0
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,IND,Ben Schmitz,1
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,IND,Ben Schmitz,2
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,IND,Ben Schmitz,1
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,IND,Ben Schmitz,0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,IND,Ben Schmitz,0
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,IND,Ben Schmitz,1
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,IND,Ben Schmitz,5
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,IND,Ben Schmitz,4
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,IND,Ben Schmitz,5
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,IND,Ben Schmitz,5
Columbia,City Of Columbus Wards 1-8,State Senate,13,1210,REP,Don Pridemore (write-in),1
Dane,Town Of Bristol Wards 1-4,State Senate,13,1037,REP,Don Pridemore (write-in),0
Dane,Town Of Christiana Wards 1-2,State Senate,13,420,REP,Don Pridemore (write-in),0
Dane,Town Of Deerfield Wards 1-2,State Senate,13,398,REP,Don Pridemore (write-in),0
Dane,Town Of Medina Wards 1-2,State Senate,13,312,REP,Don Pridemore (write-in),1
Dane,Town Of York Ward 1,State Senate,13,172,REP,Don Pridemore (write-in),0
Dane,Village Of Cambridge Wards 2-3,State Senate,13,544,REP,Don Pridemore (write-in),0
Dane,Village Of Deerfield Wards 1-3,State Senate,13,498,REP,Don Pridemore (write-in),0
Dane,"Village Of Deforest Wards 1,3-6,15",State Senate,13,1101,REP,Don Pridemore (write-in),0
Dane,"Village Of Deforest Wards 7-10,12",State Senate,13,725,REP,Don Pridemore (write-in),0
Dane,Village Of Marshall Wards 1-5,State Senate,13,601,REP,Don Pridemore (write-in),0
Dane,Village Of Rockdale Ward 1,State Senate,13,67,REP,Don Pridemore (write-in),0
Dane,Village Of Windsor Wards 3-5,State Senate,13,666,REP,Don Pridemore (write-in),0
Dane,City Of Sun Prairie Ward 23,State Senate,13,0,REP,Don Pridemore (write-in),0
Dane,City Of Sun Prairie Ward 27,State Senate,13,0,REP,Don Pridemore (write-in),0
Dodge,Town Of Ashippun Wards 1-4,State Senate,13,657,REP,Don Pridemore (write-in),3
Dodge,Town Of Beaver Dam Wards 1-11,State Senate,13,796,REP,Don Pridemore (write-in),0
Dodge,Town Of Clyman Ward 1,State Senate,13,187,REP,Don Pridemore (write-in),0
Dodge,Town Of Elba Ward 1,State Senate,13,292,REP,Don Pridemore (write-in),3
Dodge,Town Of Emmet Wards 1-2,State Senate,13,315,REP,Don Pridemore (write-in),5
Dodge,Town Of Herman Wards 1-2,State Senate,13,263,REP,Don Pridemore (write-in),0
Dodge,Town Of Hubbard Wards 1-6,State Senate,13,409,REP,Don Pridemore (write-in),1
Dodge,Town Of Hustisford Wards 1-2,State Senate,13,393,REP,Don Pridemore (write-in),2
Dodge,Town Of Lebanon Wards 1-2,State Senate,13,418,REP,Don Pridemore (write-in),0
Dodge,Town Of Leroy Wards 1-2,State Senate,13,173,REP,Don Pridemore (write-in),0
Dodge,Town Of Lomira Wards 1-3,State Senate,13,214,REP,Don Pridemore (write-in),0
Dodge,Town Of Lowell Wards 1-4,State Senate,13,192,REP,Don Pridemore (write-in),0
Dodge,Town Of Oak Grove Wards 1-5,State Senate,13,207,REP,Don Pridemore (write-in),1
Dodge,Town Of Portland Wards 1-2,State Senate,13,193,REP,Don Pridemore (write-in),0
Dodge,Town Of Rubicon Wards 1-3,State Senate,13,559,REP,Don Pridemore (write-in),4
Dodge,Town Of Shields Ward 1,State Senate,13,163,REP,Don Pridemore (write-in),1
Dodge,Town Of Theresa Wards 1-7,State Senate,13,214,REP,Don Pridemore (write-in),0
Dodge,Town Of Westford Ward 3,State Senate,13,2,REP,Don Pridemore (write-in),0
Dodge,Village Of Brownsville Ward 1,State Senate,13,142,REP,Don Pridemore (write-in),0
Dodge,Village Of Clyman Ward 1,State Senate,13,55,REP,Don Pridemore (write-in),0
Dodge,Village Of Hustisford Wards 1-2,State Senate,13,304,REP,Don Pridemore (write-in),3
Dodge,Village Of Iron Ridge Ward 1,State Senate,13,122,REP,Don Pridemore (write-in),0
Dodge,Village Of Kekoskee Wards 1-3,State Senate,13,163,REP,Don Pridemore (write-in),0
Dodge,Village Of Lomira Wards 1-3,State Senate,13,284,REP,Don Pridemore (write-in),0
Dodge,Village Of Lowell Ward 1,State Senate,13,43,REP,Don Pridemore (write-in),0
Dodge,Village Of Neosho Ward 1,State Senate,13,124,REP,Don Pridemore (write-in),1
Dodge,Village Of Reeseville Ward 1,State Senate,13,115,REP,Don Pridemore (write-in),1
Dodge,Village Of Theresa Wards 1-3,State Senate,13,238,REP,Don Pridemore (write-in),0
Dodge,"City Of Beaver Dam Wards 1,3,5,16",State Senate,13,480,REP,Don Pridemore (write-in),1
Dodge,"City Of Beaver Dam Wards 2,6",State Senate,13,297,REP,Don Pridemore (write-in),0
Dodge,"City Of Beaver Dam Wards 4,8,10,14-15",State Senate,13,551,REP,Don Pridemore (write-in),0
Dodge,"City Of Beaver Dam Wards 7,12-13",State Senate,13,440,REP,Don Pridemore (write-in),0
Dodge,"City Of Beaver Dam Wards 9,11",State Senate,13,493,REP,Don Pridemore (write-in),0
Dodge,City Of Columbus Ward 9,State Senate,13,0,REP,Don Pridemore (write-in),0
Dodge,City Of Hartford Wards 18-19,State Senate,13,3,REP,Don Pridemore (write-in),0
Dodge,City Of Horicon Wards 1-8,State Senate,13,573,REP,Don Pridemore (write-in),0
Dodge,City Of Juneau Wards 1-3,State Senate,13,322,REP,Don Pridemore (write-in),0
Dodge,City Of Mayville Wards 1-8,State Senate,13,835,REP,Don Pridemore (write-in),1
Dodge,City Of Watertown Wards 1-2,State Senate,13,633,REP,Don Pridemore (write-in),2
Dodge,City Of Watertown Wards 3-4,State Senate,13,501,REP,Don Pridemore (write-in),2
Dodge,City Of Watertown Wards 5-6,State Senate,13,471,REP,Don Pridemore (write-in),0
Dodge,City Of Watertown Ward 7,State Senate,13,172,REP,Don Pridemore (write-in),0
Jefferson,Town Of Aztalan Wards 1-2,State Senate,13,432,REP,Don Pridemore (write-in),2
Jefferson,Town Of Concord Wards 1-3,State Senate,13,503,REP,Don Pridemore (write-in),0
Jefferson,Town Of Farmington Wards 1-2,State Senate,13,309,REP,Don Pridemore (write-in),0
Jefferson,Town Of Ixonia Wards 1-6,State Senate,13,1356,REP,Don Pridemore (write-in),3
Jefferson,Town Of Lake Mills Wards 1-3,State Senate,13,663,REP,Don Pridemore (write-in),2
Jefferson,Town Of Milford Wards 1-2,State Senate,13,295,REP,Don Pridemore (write-in),2
Jefferson,Town Of Waterloo Ward 1,State Senate,13,201,REP,Don Pridemore (write-in),0
Jefferson,Town Of Watertown Wards 1-2,State Senate,13,512,REP,Don Pridemore (write-in),5
Jefferson,Village Of Cambridge Ward 1,State Senate,13,28,REP,Don Pridemore (write-in),0
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,REP,Don Pridemore (write-in),0
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,REP,Don Pridemore (write-in),0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,REP,Don Pridemore (write-in),0
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,REP,Don Pridemore (write-in),0
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,REP,Don Pridemore (write-in),0
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,REP,Don Pridemore (write-in),0
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,REP,Don Pridemore (write-in),6
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,REP,Don Pridemore (write-in),5
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,REP,Don Pridemore (write-in),2
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,REP,Don Pridemore (write-in),4
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,REP,Don Pridemore (write-in),3
Washington,City Of Hartford Wards 1-2,State Senate,13,268,REP,Don Pridemore (write-in),5
Washington,City Of Hartford Wards 7-8,State Senate,13,97,REP,Don Pridemore (write-in),1
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,REP,Don Pridemore (write-in),2
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,REP,Don Pridemore (write-in),0
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,REP,Don Pridemore (write-in),1
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,REP,Don Pridemore (write-in),0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,REP,Don Pridemore (write-in),0
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,REP,Don Pridemore (write-in),0
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,REP,Don Pridemore (write-in),1
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,REP,Don Pridemore (write-in),5
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,REP,Don Pridemore (write-in),1
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,REP,Don Pridemore (write-in),2
Columbia,City Of Columbus Wards 1-8,State Senate,13,1210,,Scattering,0
Dane,Town Of Bristol Wards 1-4,State Senate,13,1037,,Scattering,0
Dane,Town Of Christiana Wards 1-2,State Senate,13,420,,Scattering,0
Dane,Town Of Deerfield Wards 1-2,State Senate,13,398,,Scattering,0
Dane,Town Of Medina Wards 1-2,State Senate,13,312,,Scattering,0
Dane,Town Of York Ward 1,State Senate,13,172,,Scattering,0
Dane,Village Of Cambridge Wards 2-3,State Senate,13,544,,Scattering,2
Dane,Village Of Deerfield Wards 1-3,State Senate,13,498,,Scattering,0
Dane,"Village Of Deforest Wards 1,3-6,15",State Senate,13,1101,,Scattering,0
Dane,"Village Of Deforest Wards 7-10,12",State Senate,13,725,,Scattering,0
Dane,Village Of Marshall Wards 1-5,State Senate,13,601,,Scattering,0
Dane,Village Of Rockdale Ward 1,State Senate,13,67,,Scattering,0
Dane,Village Of Windsor Wards 3-5,State Senate,13,666,,Scattering,0
Dane,City Of Sun Prairie Ward 23,State Senate,13,0,,Scattering,0
Dane,City Of Sun Prairie Ward 27,State Senate,13,0,,Scattering,0
Dodge,Town Of Ashippun Wards 1-4,State Senate,13,657,,Scattering,0
Dodge,Town Of Beaver Dam Wards 1-11,State Senate,13,796,,Scattering,0
Dodge,Town Of Clyman Ward 1,State Senate,13,187,,Scattering,0
Dodge,Town Of Elba Ward 1,State Senate,13,292,,Scattering,0
Dodge,Town Of Emmet Wards 1-2,State Senate,13,315,,Scattering,0
Dodge,Town Of Herman Wards 1-2,State Senate,13,263,,Scattering,0
Dodge,Town Of Hubbard Wards 1-6,State Senate,13,409,,Scattering,0
Dodge,Town Of Hustisford Wards 1-2,State Senate,13,393,,Scattering,0
Dodge,Town Of Lebanon Wards 1-2,State Senate,13,418,,Scattering,0
Dodge,Town Of Leroy Wards 1-2,State Senate,13,173,,Scattering,0
Dodge,Town Of Lomira Wards 1-3,State Senate,13,214,,Scattering,0
Dodge,Town Of Lowell Wards 1-4,State Senate,13,192,,Scattering,0
Dodge,Town Of Oak Grove Wards 1-5,State Senate,13,207,,Scattering,0
Dodge,Town Of Portland Wards 1-2,State Senate,13,193,,Scattering,0
Dodge,Town Of Rubicon Wards 1-3,State Senate,13,559,,Scattering,0
Dodge,Town Of Shields Ward 1,State Senate,13,163,,Scattering,0
Dodge,Town Of Theresa Wards 1-7,State Senate,13,214,,Scattering,0
Dodge,Town Of Westford Ward 3,State Senate,13,2,,Scattering,0
Dodge,Village Of Brownsville Ward 1,State Senate,13,142,,Scattering,0
Dodge,Village Of Clyman Ward 1,State Senate,13,55,,Scattering,0
Dodge,Village Of Hustisford Wards 1-2,State Senate,13,304,,Scattering,0
Dodge,Village Of Iron Ridge Ward 1,State Senate,13,122,,Scattering,0
Dodge,Village Of Kekoskee Wards 1-3,State Senate,13,163,,Scattering,0
Dodge,Village Of Lomira Wards 1-3,State Senate,13,284,,Scattering,0
Dodge,Village Of Lowell Ward 1,State Senate,13,43,,Scattering,0
Dodge,Village Of Neosho Ward 1,State Senate,13,124,,Scattering,0
Dodge,Village Of Reeseville Ward 1,State Senate,13,115,,Scattering,0
Dodge,Village Of Theresa Wards 1-3,State Senate,13,238,,Scattering,0
Dodge,"City Of Beaver Dam Wards 1,3,5,16",State Senate,13,480,,Scattering,0
Dodge,"City Of Beaver Dam Wards 2,6",State Senate,13,297,,Scattering,0
Dodge,"City Of Beaver Dam Wards 4,8,10,14-15",State Senate,13,551,,Scattering,0
Dodge,"City Of Beaver Dam Wards 7,12-13",State Senate,13,440,,Scattering,0
Dodge,"City Of Beaver Dam Wards 9,11",State Senate,13,493,,Scattering,0
Dodge,City Of Columbus Ward 9,State Senate,13,0,,Scattering,0
Dodge,City Of Hartford Wards 18-19,State Senate,13,3,,Scattering,0
Dodge,City Of Horicon Wards 1-8,State Senate,13,573,,Scattering,0
Dodge,City Of Juneau Wards 1-3,State Senate,13,322,,Scattering,0
Dodge,City Of Mayville Wards 1-8,State Senate,13,835,,Scattering,0
Dodge,City Of Watertown Wards 1-2,State Senate,13,633,,Scattering,0
Dodge,City Of Watertown Wards 3-4,State Senate,13,501,,Scattering,0
Dodge,City Of Watertown Wards 5-6,State Senate,13,471,,Scattering,0
Dodge,City Of Watertown Ward 7,State Senate,13,172,,Scattering,0
Jefferson,Town Of Aztalan Wards 1-2,State Senate,13,432,,Scattering,2
Jefferson,Town Of Concord Wards 1-3,State Senate,13,503,,Scattering,0
Jefferson,Town Of Farmington Wards 1-2,State Senate,13,309,,Scattering,0
Jefferson,Town Of Ixonia Wards 1-6,State Senate,13,1356,,Scattering,6
Jefferson,Town Of Lake Mills Wards 1-3,State Senate,13,663,,Scattering,2
Jefferson,Town Of Milford Wards 1-2,State Senate,13,295,,Scattering,2
Jefferson,Town Of Waterloo Ward 1,State Senate,13,201,,Scattering,0
Jefferson,Town Of Watertown Wards 1-2,State Senate,13,512,,Scattering,4
Jefferson,Village Of Cambridge Ward 1,State Senate,13,28,,Scattering,0
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,,Scattering,1
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,,Scattering,0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,,Scattering,0
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,,Scattering,2
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,,Scattering,0
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,,Scattering,0
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,,Scattering,6
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,,Scattering,5
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,,Scattering,2
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,,Scattering,4
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,,Scattering,3
Washington,City Of Hartford Wards 1-2,State Senate,13,268,,Scattering,0
Washington,City Of Hartford Wards 7-8,State Senate,13,97,,Scattering,0
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,,Scattering,0
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,,Scattering,0
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,,Scattering,0
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,,Scattering,0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,,Scattering,0
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,,Scattering,0
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,,Scattering,0
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,,Scattering,0
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,,Scattering,0
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,,Scattering,0
